filename,threshold,IOU,AP
Andrena_fulva_16591072_1,0.13,0.0,10.42
Bombus_terrestris_89339556_1,0.13,77.25,78.05
Andrena_cineraria_22035971_5,0.13,82.27,83.23
Anthidium_manicatum_12884662_2,0.13,79.44,79.67
Andrena_cineraria_19902477_1,0.13,71.86,71.97
Halictus_scabiosae_27562307_1,0.13,12.52,12.52
Osmia_cornuta_1281136_1,0.13,29.87,29.12
Halictus_scabiosae_30643619_1,0.13,70.83,70.6
Bombus_cryptarum_76326107_1,0.13,56.63,55.65
Sphecodes_albilabris_90548728_1,0.13,71.61,70.69
Andrena_haemorrhoa_23621511_1,0.13,70.15,69.68
Bombus_hypnorum_13810150_1,0.13,35.6,32.33
Andrena_cineraria_39926319_1,0.13,67.85,66.82
Anthophora_plumipes_20508136_2,0.13,63.23,62.31
Osmia_bicornis_26790225_2,0.13,59.64,59.13
Bombus_cryptarum_47213984_1,0.13,73.59,73.18
Bombus_hortorum_45581548_2,0.13,63.54,63.16
Andrena_fulva_24599687_1,0.13,82.57,83.14
Andrena_fulva_24372320_1,0.13,64.39,62.57
Bombus_pratorum_26922091_1,0.13,71.64,70.51
Halictus_scabiosae_25696041_1,0.13,78.89,78.98
Xylocopa_violacea_52779990_1,0.13,57.49,57.35
Anthophora_plumipes_11795456_2,0.13,76.76,76.22
Bombus_lapidarius_21671909_1,0.13,16.09,32.14
Bombus_lapidarius_11314802_1,0.13,60.25,58.86
Andrena_haemorrhoa_22698467_1,0.13,79.42,80.2
Dasypoda_hirtipes_14252544_2,0.13,82.94,83.9
Bombus_pascuorum_70875661_2,0.13,0.0,3.12
Bombus_pratorum_20418017_1,0.13,38.08,37.67
Andrena_vaga_22777403_4,0.13,77.59,80.06
Dasypoda_hirtipes_29721943_1,0.13,83.82,84.06
Anthophora_plumipes_54213_2,0.13,72.25,71.77
Dasypoda_hirtipes_49001728_1,0.13,32.8,32.54
Bombus_sylvarum_82007257_2,0.13,87.36,88.49
Bombus_lucorum_28496644_1,0.13,81.76,82.77
Dasypoda_hirtipes_58496989_7,0.13,74.13,74.33
Andrena_haemorrhoa_23477102_1,0.13,46.55,46.09
Xylocopa_violacea_46795520_1,0.13,80.2,80.09
Osmia_bicornis_22624419_3,0.13,75.7,75.65
Andrena_vaga_5818745_1,0.13,72.3,72.12
Bombus_pascuorum_68871899_1,0.13,0.0,16.66
Osmia_bicolor_69371662_1,0.13,56.09,55.71
Bombus_hypnorum_13289013_1,0.13,19.99,19.79
Bombus_hortorum_44762812_7,0.13,0.0,2.2
Anthophora_plumipes_11218942_1,0.13,41.32,40.84
Osmia_bicornis_22324226_1,0.13,0.66,4.52
Andrena_cineraria_25017166_1,0.13,75.55,75.48
Osmia_cornuta_37551380_1,0.13,68.38,67.2
Bombus_magnus_103805267_1,0.13,77.35,77.1
Bombus_lucorum_14174051_1,0.13,80.21,81.02
Andrena_flavipes_11582465_2,0.13,67.22,67.07
Andrena_bicolor_79129088_1,0.13,78.26,79.07
Osmia_bicornis_22508346_1,0.13,74.91,74.82
Bombus_lapidarius_25473026_2,0.13,76.21,76.92
Andrena_flavipes_49010486_1,0.13,67.19,70.2
Anthidium_manicatum_7135090_1,0.13,79.48,80.62
Osmia_bicornis_25898951_1,0.13,58.47,58.09
Bombus_terrestris_73955526_3,0.13,84.2,85.51
Osmia_cornuta_16925489_1,0.13,53.74,62.44
Andrena_cineraria_22511030_1,0.13,80.81,83.1
Andrena_vaga_43421212_1,0.13,71.06,71.22
Osmia_cornuta_21257717_1,0.13,37.25,52.57
Bombus_hortorum_46868324_2,0.13,79.18,79.05
Osmia_bicornis_26740351_1,0.13,69.53,69.44
Bombus_pratorum_26982465_2,0.13,61.37,63.28
Andrena_vaga_2973508_1,0.13,80.28,81.03
Anthidium_manicatum_7119328_1,0.13,82.39,83.32
Halictus_scabiosae_28351682_1,0.13,59.4,59.35
Anthophora_plumipes_3073748_3,0.13,44.65,42.25
Bombus_lucorum_19119185_1,0.13,79.18,79.28
Bombus_pascuorum_68451976_1,0.13,68.82,70.77
Andrena_vaga_42477858_1,0.13,61.76,61.33
Osmia_bicolor_67457174_1,0.13,78.96,79.59
Osmia_bicolor_10142201_2,0.13,68.35,67.71
Anthophora_plumipes_21962130_2,0.13,80.96,82.75
Andrena_flavipes_41988017_3,0.13,14.04,14.02
Anthidium_manicatum_13181104_3,0.13,80.57,80.66
Andrena_vaga_18727660_2,0.13,54.37,54.05
Osmia_bicolor_42379160_1,0.13,0.0,13.63
Bombus_pascuorum_68871579_1,0.13,83.79,84.05
Dasypoda_hirtipes_28510639_1,0.13,63.23,62.65
Bombus_hypnorum_14006535_3,0.13,75.91,75.77
Bombus_hypnorum_24935578_1,0.13,67.19,66.55
Xylocopa_violacea_45952352_1,0.13,69.47,69.19
Bombus_cryptarum_45028082_1,0.13,70.03,69.45
Bombus_cryptarum_79105964_1,0.13,63.29,63.07
Bombus_lucorum_28170617_1,0.13,78.27,79.22
Andrena_haemorrhoa_5464071_2,0.13,68.88,68.85
Halictus_scabiosae_32545144_3,0.13,76.65,76.87
Bombus_terrestris_100994993_8,0.13,69.01,67.92
Bombus_cryptarum_49676994_1,0.13,52.08,52.05
Osmia_bicolor_75069621_1,0.13,18.7,18.7
Sphecodes_albilabris_65329867_1,0.13,71.86,72.07
Sphecodes_albilabris_69472382_1,0.13,71.89,71.64
Osmia_cornuta_2628045_1,0.13,75.79,77.34
Halictus_scabiosae_29962716_1,0.13,36.51,36.51
Bombus_sylvarum_80478346_1,0.13,63.17,62.67
Bombus_pascuorum_72382147_1,0.13,43.59,40.58
Bombus_lapidarius_25510863_1,0.13,73.18,73.19
Bombus_hortorum_46057012_1,0.13,80.82,83.36
Bombus_lapidarius_20753117_1,0.13,70.46,69.57
Xylocopa_violacea_46283020_1,0.13,58.88,58.77
Bombus_cryptarum_80254286_1,0.13,66.88,66.68
Andrena_vaga_5374664_2,0.13,63.77,63.06
Bombus_pratorum_41608694_1,0.13,71.8,70.72
Bombus_terrestris_92434009_1,0.13,67.86,67.6
Andrena_vaga_21089241_1,0.13,60.92,60.82
Andrena_flavipes_41539403_2,0.13,77.64,82.28
Bombus_pratorum_21313988_1,0.13,76.34,78.87
Bombus_hortorum_21022147_1,0.13,67.52,66.52
Andrena_fulva_21384034_1,0.13,78.01,77.95
Andrena_haemorrhoa_61765_1,0.13,53.86,53.16
Bombus_cryptarum_48743165_1,0.13,75.33,75.65
Andrena_fulva_24688152_1,0.13,69.15,68.98
Dasypoda_hirtipes_56857444_1,0.13,27.02,26.62
Andrena_bicolor_97033019_2,0.13,61.49,59.47
Anthidium_manicatum_14902663_3,0.13,71.9,71.82
Anthidium_manicatum_13096001_3,0.13,66.6,65.9
Bombus_terrestris_57534468_2,0.13,86.62,87.84
Xylocopa_violacea_45406832_1,0.13,67.58,66.07
Bombus_hortorum_17527115_1,0.13,32.95,32.83
Bombus_pascuorum_68508958_1,0.13,0.0,15.28
Xylocopa_violacea_46816983_1,0.13,75.9,76.19
Andrena_fulva_24772230_1,0.13,78.24,79.29
Bombus_sylvarum_81675348_1,0.13,57.63,64.1
Dasypoda_hirtipes_13198508_1,0.13,56.33,56.25
Dasypoda_hirtipes_58175075_4,0.13,23.44,23.3
Bombus_terrestris_96626082_7,0.13,66.31,66.08
Andrena_fulva_16957084_1,0.13,51.92,51.09
Bombus_pascuorum_72288448_2,0.13,0.0,5.24
Dasypoda_hirtipes_28661860_2,0.13,69.31,73.4
Bombus_hypnorum_13333567_1,0.13,77.45,77.18
Andrena_flavipes_39887580_1,0.13,68.18,68.16
Andrena_cineraria_23012503_1,0.13,14.67,14.67
Andrena_bicolor_21421764_3,0.13,86.43,89.14
Osmia_cornuta_20751065_2,0.13,81.03,81.38
Bombus_sylvarum_58635653_1,0.13,75.73,76.34
Bombus_lucorum_26390060_3,0.13,76.87,76.77
Andrena_bicolor_84691158_2,0.13,63.77,64.24
Osmia_cornuta_33981412_1,0.13,70.51,69.94
Osmia_cornuta_40126348_1,0.13,78.21,78.36
Bombus_hypnorum_26240005_1,0.13,85.58,85.59
Bombus_pratorum_45317175_1,0.13,69.29,68.34
Andrena_cineraria_28880021_1,0.13,76.2,75.35
Bombus_cryptarum_77535576_2,0.13,12.79,12.79
Bombus_sylvarum_81920012_1,0.13,82.94,87.46
Andrena_vaga_42454175_1,0.13,55.29,54.22
Dasypoda_hirtipes_57995775_2,0.13,63.25,63.44
Bombus_hypnorum_24746085_2,0.13,23.2,29.95
Andrena_bicolor_44969462_1,0.13,79.76,84.45
Bombus_pascuorum_68871103_1,0.13,62.06,61.36
Bombus_cryptarum_45988910_1,0.13,76.25,76.45
Dasypoda_hirtipes_49552424_2,0.13,31.45,31.31
Andrena_bicolor_44969462_9,0.13,83.56,87.23
Bombus_pratorum_22708182_1,0.13,39.27,38.43
Anthidium_manicatum_12404004_3,0.13,72.15,72.36
Osmia_cornuta_11201351_1,0.13,72.62,74.06
Anthidium_manicatum_1304981_1,0.13,80.97,81.96
Osmia_bicolor_38178957_6,0.13,29.97,29.97
Andrena_haemorrhoa_5553657_1,0.13,73.01,72.92
Bombus_hortorum_45781462_1,0.13,65.62,64.64
Anthidium_manicatum_857127_1,0.13,71.06,71.04
Andrena_fulva_24609371_1,0.13,70.97,71.99
Anthophora_plumipes_5374660_1,0.13,20.08,19.65
Bombus_hypnorum_24581894_1,0.13,70.13,73.32
Andrena_vaga_62048291_1,0.13,44.61,44.13
Osmia_bicornis_22602823_1,0.13,60.72,58.77
Bombus_lucorum_28072389_1,0.13,70.03,69.44
Bombus_hortorum_6702500_1,0.13,61.95,61.3
Sphecodes_albilabris_90357348_1,0.13,33.65,32.91
Andrena_cineraria_26065975_1,0.13,74.46,75.01
Bombus_sylvarum_60553957_1,0.13,66.01,64.42
Sphecodes_albilabris_69609449_1,0.13,71.29,72.23
Anthidium_manicatum_6804945_1,0.13,78.5,81.04
Andrena_fulva_24659618_4,0.13,20.17,20.04
Osmia_bicolor_42795747_1,0.13,63.01,63.64
Andrena_haemorrhoa_18445954_1,0.13,57.66,57.31
Andrena_haemorrhoa_22954837_1,0.13,73.9,75.33
Bombus_lucorum_24301194_1,0.13,70.68,70.89
Andrena_vaga_10231437_3,0.13,74.71,75.27
Bombus_pratorum_42398547_1,0.13,20.36,20.36
Bombus_hypnorum_14006535_2,0.13,73.46,72.92
Xylocopa_violacea_53072790_1,0.13,69.89,69.7
Bombus_lucorum_9419833_1,0.13,80.32,79.89
Dasypoda_hirtipes_29135525_2,0.13,36.15,35.68
Andrena_bicolor_39748872_6,0.13,79.89,80.53
Halictus_scabiosae_30086116_1,0.13,77.44,77.72
Sphecodes_albilabris_22291515_1,0.13,61.3,60.79
Xylocopa_violacea_45461022_1,0.13,71.8,71.84
Bombus_lapidarius_9991932_1,0.13,30.04,29.0
Bombus_hortorum_18371744_1,0.13,12.86,21.25
Andrena_cineraria_24688135_1,0.13,64.65,64.2
Bombus_terrestris_50780653_1,0.13,66.93,66.81
Bombus_sylvarum_79943600_1,0.13,83.57,84.42
Andrena_haemorrhoa_22149444_1,0.13,78.51,79.62
Osmia_bicornis_21203276_2,0.13,72.0,71.39
Sphecodes_albilabris_73646900_2,0.13,73.7,72.86
Bombus_hortorum_8403530_2,0.13,68.66,68.04
Bombus_sylvarum_78120926_1,0.13,53.13,49.66
Bombus_pascuorum_72272761_1,0.13,74.92,75.87
Andrena_flavipes_41517541_2,0.13,72.97,72.94
Andrena_flavipes_40743063_1,0.13,72.09,72.4
Andrena_flavipes_41645266_1,0.13,78.71,79.51
Bombus_lapidarius_20726667_1,0.13,67.64,67.36
Dasypoda_hirtipes_45600881_1,0.13,73.09,72.89
Bombus_pratorum_27567595_1,0.13,67.99,68.46
Anthophora_plumipes_9402304_1,0.13,65.19,64.83
Bombus_pascuorum_70675892_2,0.13,65.5,68.92
Andrena_fulva_41690279_1,0.13,83.89,85.59
Andrena_vaga_22464711_1,0.13,74.67,74.38
Bombus_pratorum_27076813_1,0.13,69.13,70.17
Xylocopa_violacea_52292694_2,0.13,81.17,81.29
Bombus_hypnorum_26355278_1,0.13,88.3,89.04
Andrena_haemorrhoa_22510325_1,0.13,74.96,75.44
Andrena_fulva_24953801_1,0.13,16.25,16.25
Andrena_cineraria_41305528_1,0.13,78.25,78.62
Bombus_sylvarum_82068850_1,0.13,78.22,78.22
Halictus_scabiosae_29927466_1,0.13,71.38,71.0
Halictus_scabiosae_30796477_2,0.13,79.25,80.07
Anthophora_plumipes_5525688_1,0.13,64.45,64.26
Bombus_cryptarum_83092852_1,0.13,67.32,67.24
Bombus_lapidarius_25256637_1,0.13,0.0,4.19
Andrena_flavipes_45074705_1,0.13,81.02,81.13
Halictus_scabiosae_33086382_1,0.13,46.29,43.59
Andrena_haemorrhoa_9257626_1,0.13,68.43,68.43
Osmia_cornuta_557630_4,0.13,7.43,11.86
Anthophora_plumipes_12191275_1,0.13,70.94,70.93
Andrena_flavipes_5795371_1,0.13,67.5,67.29
Sphecodes_albilabris_69270813_1,0.13,54.01,53.49
Osmia_bicolor_42329601_1,0.13,9.97,9.97
Bombus_pratorum_26971945_1,0.13,70.93,71.31
Osmia_bicornis_26401872_1,0.13,85.58,87.13
Bombus_pascuorum_70829784_1,0.13,64.98,72.42
Anthophora_plumipes_21870754_1,0.13,74.64,80.67
Halictus_scabiosae_36269381_1,0.13,13.76,13.71
Sphecodes_albilabris_21297069_1,0.13,67.16,67.04
Andrena_cineraria_25076335_1,0.13,69.89,72.26
Osmia_bicolor_66131327_1,0.13,54.39,54.26
Andrena_bicolor_42078638_1,0.13,63.16,63.27
Bombus_lapidarius_11415085_1,0.13,78.84,78.78
Osmia_bicolor_27561083_1,0.13,66.79,71.66
Bombus_pratorum_45359905_1,0.13,68.24,71.27
Osmia_cornuta_40122155_1,0.13,25.55,28.87
Andrena_cineraria_25233849_2,0.13,72.17,71.31
Dasypoda_hirtipes_52498715_1,0.13,30.31,30.31
Osmia_bicornis_25898050_2,0.13,78.76,83.4
Anthophora_plumipes_53267_2,0.13,62.85,61.92
Anthophora_plumipes_19552427_2,0.13,64.31,62.82
Bombus_cryptarum_78899618_1,0.13,79.08,79.05
Andrena_flavipes_22781308_1,0.13,71.94,71.4
Bombus_sylvarum_36920709_1,0.13,81.41,84.38
Anthophora_plumipes_12045004_1,0.13,45.77,45.14
Andrena_bicolor_66007245_1,0.13,0.0,13.44
Andrena_vaga_40177902_2,0.13,56.67,56.66
Dasypoda_hirtipes_50866693_1,0.13,77.62,77.5
Osmia_bicolor_38799279_2,0.13,43.43,57.76
Osmia_bicornis_26708422_1,0.13,78.52,78.2
Sphecodes_albilabris_14836047_3,0.13,75.02,74.89
Bombus_cryptarum_80153097_3,0.13,68.5,67.47
Xylocopa_violacea_45468782_1,0.13,77.48,77.46
Bombus_pratorum_21447212_1,0.13,18.0,16.61
Anthidium_manicatum_15139706_1,0.13,65.15,63.76
Bombus_hypnorum_25075981_2,0.13,77.73,78.38
Osmia_cornuta_27984092_1,0.13,48.79,61.83
Bombus_hypnorum_24610615_1,0.13,74.01,73.93
Osmia_cornuta_21385026_2,0.13,50.36,49.26
Bombus_hortorum_46868324_1,0.13,80.15,80.66
Bombus_hortorum_45249504_2,0.13,73.4,73.33
Bombus_lapidarius_21671909_2,0.13,74.98,74.67
Bombus_sylvarum_61128915_1,0.13,39.35,38.71
Andrena_flavipes_41552632_1,0.13,78.2,77.7
Osmia_bicornis_21771563_1,0.13,78.35,78.14
Halictus_scabiosae_31672518_1,0.13,74.46,74.42
Andrena_cineraria_22820892_1,0.13,73.32,75.24
Sphecodes_albilabris_65351521_1,0.13,79.11,79.78
Bombus_lapidarius_25615028_3,0.13,0.0,4.31
Halictus_scabiosae_25164647_1,0.13,71.4,71.06
Bombus_pratorum_21050548_1,0.13,84.19,88.57
Anthidium_manicatum_6982928_1,0.13,68.17,68.08
Andrena_haemorrhoa_5525722_1,0.13,69.62,69.02
Bombus_terrestris_78063362_3,0.13,80.55,88.16
Bombus_hypnorum_13258468_8,0.13,67.05,66.69
Bombus_sylvarum_79899505_2,0.13,31.04,30.98
Andrena_fulva_25496035_1,0.13,71.91,71.02
Bombus_cryptarum_79887126_1,0.13,65.8,70.2
Dasypoda_hirtipes_50524329_3,0.13,78.63,78.36
Xylocopa_violacea_46615802_2,0.13,71.58,71.47
Bombus_lapidarius_9923821_1,0.13,59.76,59.48
Osmia_bicornis_26790225_1,0.13,76.57,76.37
Bombus_hypnorum_26332474_2,0.13,0.0,3.64
Xylocopa_violacea_46132602_4,0.13,37.63,37.25
Bombus_lapidarius_25303957_1,0.13,66.06,66.1
Bombus_pascuorum_68871302_1,0.13,73.42,73.76
Andrena_vaga_41440392_1,0.13,74.78,79.0
Bombus_lapidarius_13123622_1,0.13,41.36,38.57
Andrena_fulva_41623103_1,0.13,77.89,77.94
Xylocopa_violacea_45691474_1,0.13,61.76,61.51
Dasypoda_hirtipes_8437807_1,0.13,34.21,33.94
Andrena_haemorrhoa_9859243_1,0.13,68.32,68.05
Bombus_lapidarius_25327961_3,0.13,69.67,69.5
Osmia_cornuta_20751065_3,0.13,79.89,80.09
Andrena_bicolor_103816012_1,0.13,12.47,31.49
Bombus_lapidarius_25251993_1,0.13,79.75,81.2
Xylocopa_violacea_47143231_1,0.13,66.15,65.52
Bombus_hypnorum_26437269_2,0.13,32.9,38.53
Bombus_terrestris_73477478_1,0.13,68.85,70.31
Osmia_bicornis_25886939_1,0.13,1.72,12.79
Andrena_flavipes_43743858_1,0.13,66.1,72.96
Osmia_bicornis_21844212_1,0.13,48.75,47.94
Bombus_lucorum_27740711_2,0.13,88.65,90.62
Bombus_pratorum_41798445_1,0.13,63.35,62.52
Osmia_bicornis_26168729_1,0.13,77.34,77.48
Anthidium_manicatum_6985997_1,0.13,62.63,61.2
Andrena_bicolor_82551014_1,0.13,44.13,44.07
Bombus_pascuorum_68617035_1,0.13,30.84,26.32
Bombus_pascuorum_72262099_1,0.13,68.83,68.21
Sphecodes_albilabris_63951213_1,0.13,75.95,75.64
Andrena_cineraria_23613671_1,0.13,64.33,63.89
Bombus_hortorum_44739544_1,0.13,55.98,65.62
Bombus_hortorum_44365201_1,0.13,39.89,40.07
Anthidium_manicatum_12425687_1,0.13,73.35,72.74
Anthophora_plumipes_5388756_1,0.13,0.0,11.15
Osmia_bicolor_38799279_3,0.13,78.81,79.36
Osmia_bicornis_25989629_1,0.13,79.78,80.74
Dasypoda_hirtipes_1599451_1,0.13,63.27,62.95
Sphecodes_albilabris_15806090_3,0.13,0.0,16.61
Bombus_lucorum_28436335_1,0.13,81.58,81.45
Osmia_bicolor_42231237_2,0.13,61.99,61.54
Andrena_fulva_41603441_1,0.13,71.06,70.59
Andrena_fulva_24650780_1,0.13,71.62,70.37
Osmia_cornuta_24655313_1,0.13,71.53,73.79
Bombus_sylvarum_42071083_1,0.13,75.54,75.44
Xylocopa_violacea_46857060_1,0.13,43.9,43.7
Xylocopa_violacea_50691958_1,0.13,55.54,55.24
Osmia_bicornis_21885568_1,0.13,49.6,48.81
Osmia_bicolor_68630823_2,0.13,42.86,50.14
Andrena_haemorrhoa_22857077_1,0.13,81.7,84.46
Andrena_fulva_20802109_2,0.13,84.74,85.99
Anthophora_plumipes_10780704_2,0.13,57.36,63.4
Osmia_bicolor_65463597_2,0.13,64.63,64.51
Bombus_pratorum_22809604_1,0.13,61.12,62.54
Andrena_bicolor_39748872_1,0.13,66.46,66.27
Bombus_terrestris_61292946_4,0.13,0.0,10.47
Bombus_lapidarius_25673233_1,0.13,31.8,25.67
Andrena_bicolor_73877762_1,0.13,34.76,34.77
Bombus_hypnorum_26202603_3,0.13,79.64,81.18
Osmia_cornuta_29685156_1,0.13,62.7,62.44
Bombus_lapidarius_13070064_1,0.13,81.06,80.88
Andrena_cineraria_22895296_1,0.13,78.7,79.27
Bombus_terrestris_70507921_1,0.13,67.17,66.83
Anthidium_manicatum_1650190_1,0.13,25.6,25.59
Bombus_sylvarum_78613629_1,0.13,23.0,22.98
Andrena_cineraria_22749808_3,0.13,10.99,10.99
Bombus_hortorum_45476981_1,0.13,31.19,36.3
Sphecodes_albilabris_1406116_1,0.13,67.94,67.46
Osmia_bicolor_67081438_1,0.13,62.03,66.31
Bombus_hortorum_22341849_1,0.13,80.44,80.58
Anthidium_manicatum_6846545_1,0.13,74.31,73.75
Dasypoda_hirtipes_27527223_1,0.13,18.97,18.97
Bombus_pratorum_27567706_1,0.13,68.07,69.34
Bombus_sylvarum_40297855_1,0.13,46.41,56.06
Bombus_hortorum_44093380_1,0.13,64.07,63.35
Xylocopa_violacea_52462259_10,0.13,78.28,78.05
Andrena_cineraria_25636541_1,0.13,73.39,73.16
Bombus_lucorum_18594812_2,0.13,55.56,54.35
Bombus_hortorum_6779684_1,0.13,47.44,48.75
Anthophora_plumipes_9257692_1,0.13,67.48,66.32
Xylocopa_violacea_47509851_2,0.13,75.38,75.33
Andrena_bicolor_39887534_1,0.13,71.66,74.19
Bombus_hypnorum_13018081_1,0.13,80.33,79.72
Andrena_flavipes_43862385_1,0.13,69.71,69.37
Anthidium_manicatum_13076703_3,0.13,84.95,84.93
Andrena_cineraria_25670810_4,0.13,75.05,74.2
Bombus_sylvarum_39988335_1,0.13,79.9,82.9
Andrena_vaga_21486956_1,0.13,77.62,77.74
Andrena_bicolor_77445228_1,0.13,68.84,68.45
Andrena_haemorrhoa_24427420_1,0.13,63.7,63.54
Halictus_scabiosae_21318871_1,0.13,74.86,74.7
Bombus_hortorum_8403530_1,0.13,71.26,71.16
Bombus_cryptarum_45841582_1,0.13,80.4,80.35
Bombus_lucorum_27535167_1,0.13,57.53,56.81
Anthidium_manicatum_1304981_6,0.13,76.87,77.11
Dasypoda_hirtipes_29808653_1,0.13,39.86,39.41
Halictus_scabiosae_22284437_1,0.13,77.09,77.34
Halictus_scabiosae_32545143_1,0.13,81.04,81.94
Andrena_cineraria_25107582_1,0.13,63.54,66.29
Bombus_cryptarum_75990480_2,0.13,71.99,71.93
Osmia_bicolor_73411511_1,0.13,75.86,75.63
Andrena_bicolor_72391501_1,0.13,35.45,35.38
Andrena_cineraria_33979226_3,0.13,76.69,77.22
Xylocopa_violacea_52414801_1,0.13,80.6,81.18
Andrena_fulva_21321181_1,0.13,79.12,80.32
Bombus_lucorum_18535133_1,0.13,80.1,80.73
Andrena_bicolor_2799379_6,0.13,12.66,12.62
Bombus_pratorum_27515055_1,0.13,68.45,67.9
Halictus_scabiosae_28166507_1,0.13,67.94,67.74
Bombus_terrestris_54720798_1,0.13,72.23,75.27
Halictus_scabiosae_30747897_2,0.13,67.33,67.31
Xylocopa_violacea_53157262_1,0.13,67.92,68.04
Bombus_hypnorum_14209377_1,0.13,78.41,78.9
Osmia_cornuta_24728319_2,0.13,69.82,70.33
Anthophora_plumipes_21228844_2,0.13,73.23,73.15
Bombus_hypnorum_14253455_1,0.13,63.9,63.62
Halictus_scabiosae_30527082_3,0.13,78.31,78.11
Andrena_vaga_22076791_1,0.13,76.14,75.72
Bombus_pascuorum_68871893_1,0.13,50.46,54.68
Osmia_bicolor_70870899_1,0.13,47.36,46.29
Bombus_lucorum_15132562_1,0.13,18.34,24.82
Bombus_hortorum_44876954_1,0.13,54.07,52.48
Andrena_haemorrhoa_24374930_1,0.13,81.46,82.95
Bombus_hypnorum_24826343_1,0.13,0.0,9.77
Andrena_vaga_21802604_1,0.13,66.39,65.82
Osmia_bicolor_73397766_1,0.13,67.57,65.97
Bombus_sylvarum_82251804_3,0.13,37.84,37.79
Bombus_terrestris_73490987_3,0.13,79.48,80.96
Bombus_lapidarius_25734085_1,0.13,65.29,65.17
Bombus_lapidarius_21669171_1,0.13,63.08,62.89
Bombus_lucorum_18371763_1,0.13,66.62,66.53
Dasypoda_hirtipes_50665135_1,0.13,7.76,7.76
Bombus_terrestris_60039917_2,0.13,74.81,75.72
Bombus_lucorum_9293154_1,0.13,78.44,78.29
Bombus_lapidarius_21231081_1,0.13,21.57,21.2
Anthophora_plumipes_2980663_1,0.13,11.3,12.16
Andrena_vaga_41430814_1,0.13,75.27,75.07
Xylocopa_violacea_50983447_1,0.13,74.09,75.15
Bombus_sylvarum_59023273_2,0.13,73.28,73.28
Andrena_cineraria_21775997_2,0.13,36.66,36.66
Halictus_scabiosae_25686577_1,0.13,70.14,69.89
Osmia_bicornis_21361779_1,0.13,42.52,41.99
Anthophora_plumipes_5525742_1,0.13,63.18,62.6
Bombus_pratorum_42156059_1,0.13,62.7,63.09
Bombus_hypnorum_24360763_1,0.13,60.05,63.07
Bombus_cryptarum_78692537_1,0.13,77.13,76.85
Andrena_bicolor_58631640_1,0.13,74.21,74.81
Bombus_terrestris_97056086_1,0.13,77.99,77.61
Andrena_fulva_24881697_1,0.13,0.0,16.89
Bombus_cryptarum_79092935_1,0.13,84.22,85.14
Halictus_scabiosae_28354541_1,0.13,68.4,67.91
Bombus_pratorum_21906346_1,0.13,26.63,26.18
Bombus_sylvarum_78198565_1,0.13,67.91,67.57
Osmia_bicolor_42795747_7,0.13,13.0,28.54
Andrena_bicolor_82551014_3,0.13,52.48,50.96
Bombus_sylvarum_82288830_5,0.13,75.58,76.61
Bombus_lucorum_28889751_4,0.13,57.52,57.34
Bombus_hortorum_8829930_1,0.13,78.96,79.0
Anthidium_manicatum_1304981_4,0.13,65.82,67.0
Andrena_flavipes_21691969_1,0.13,69.74,72.47
Bombus_sylvarum_79524991_1,0.13,38.82,38.09
Bombus_lapidarius_21045810_2,0.13,74.07,77.26
Andrena_bicolor_104776005_1,0.13,65.88,65.71
Bombus_pratorum_26937719_1,0.13,82.7,82.61
Andrena_bicolor_20346058_1,0.13,83.38,85.5
Bombus_cryptarum_44718611_1,0.13,66.13,65.24
Andrena_vaga_58631663_1,0.13,72.59,73.56
Xylocopa_violacea_51245994_1,0.13,51.21,51.01
Bombus_pratorum_21553429_1,0.13,60.09,57.78
Bombus_cryptarum_48407391_3,0.13,83.12,83.55
Osmia_bicolor_43917985_1,0.13,79.07,78.92
Andrena_bicolor_103816167_1,0.13,70.26,70.85
Osmia_cornuta_61764_1,0.13,69.7,69.55
Bombus_cryptarum_48791095_1,0.13,79.36,81.73
Osmia_bicornis_26443792_1,0.13,69.9,69.28
Bombus_lucorum_28115438_1,0.13,77.67,77.48
Bombus_terrestris_93253422_8,0.13,71.64,70.71
Anthophora_plumipes_19902480_1,0.13,57.67,63.76
Andrena_haemorrhoa_21431997_3,0.13,54.48,52.91
Andrena_vaga_10231437_1,0.13,77.57,78.67
Bombus_sylvarum_58839175_1,0.13,80.81,82.62
Sphecodes_albilabris_24463655_1,0.13,80.36,80.33
Bombus_sylvarum_58867044_1,0.13,26.58,26.47
Andrena_vaga_53445485_1,0.13,73.94,73.96
Andrena_vaga_45706181_1,0.13,73.46,73.97
Sphecodes_albilabris_72878129_1,0.13,77.92,78.65
Anthidium_manicatum_12682975_1,0.13,75.59,76.5
Bombus_pascuorum_68871905_1,0.13,65.66,72.2
Andrena_haemorrhoa_11862212_1,0.13,77.08,76.98
Osmia_bicornis_26186749_3,0.13,35.93,35.78
Bombus_terrestris_61965586_4,0.13,77.24,77.13
Andrena_haemorrhoa_21384099_1,0.13,69.42,69.1
Halictus_scabiosae_28515165_1,0.13,67.46,67.0
Sphecodes_albilabris_69621025_1,0.13,66.68,67.16
Xylocopa_violacea_45973783_2,0.13,37.6,37.35
Bombus_hypnorum_26377599_1,0.13,79.75,79.48
Dasypoda_hirtipes_46946813_1,0.13,45.4,45.52
Osmia_bicornis_21611244_1,0.13,78.82,80.74
Osmia_bicornis_26319752_1,0.13,84.05,86.59
Anthidium_manicatum_7149603_3,0.13,37.64,37.44
Andrena_flavipes_21691969_2,0.13,71.49,75.06
