filename,IOU,AP,threshold
Bombus_cryptarum_79887126_1,87.51,88.09,0.2
Dasypoda_hirtipes_50524329_3,78.51,78.28,0.2
Xylocopa_violacea_46615802_2,80.89,80.81,0.2
Bombus_lapidarius_9923821_1,67.21,66.52,0.2
Osmia_bicornis_26790225_1,82.8,82.77,0.2
Bombus_hypnorum_26332474_2,55.22,53.32,0.2
Xylocopa_violacea_46132602_4,50.68,49.09,0.2
Bombus_lapidarius_25303957_1,86.1,87.27,0.2
Bombus_pascuorum_68871302_1,81.28,83.73,0.2
Andrena_vaga_41440392_1,78.28,82.19,0.2
Bombus_lapidarius_13123622_1,57.61,56.19,0.2
Andrena_fulva_41623103_1,73.24,73.08,0.2
Xylocopa_violacea_45691474_1,85.82,86.46,0.2
Dasypoda_hirtipes_8437807_1,82.25,83.61,0.2
Andrena_haemorrhoa_9859243_1,85.67,85.91,0.2
Bombus_lapidarius_25327961_3,2.88,2.92,0.2
Osmia_cornuta_20751065_3,81.0,81.77,0.2
Andrena_bicolor_103816012_1,83.59,85.06,0.2
Bombus_lapidarius_25251993_1,75.91,76.2,0.2
Xylocopa_violacea_47143231_1,23.42,20.34,0.2
Bombus_hypnorum_26437269_2,56.99,56.32,0.2
Bombus_terrestris_73477478_1,85.08,85.34,0.2
Osmia_bicornis_25886939_1,62.49,62.26,0.2
Andrena_flavipes_43743858_1,71.42,76.36,0.2
Osmia_bicornis_21844212_1,65.25,64.41,0.2
Bombus_lucorum_27740711_2,88.06,90.09,0.2
Bombus_pratorum_41798445_1,73.78,72.84,0.2
Osmia_bicornis_26168729_1,80.06,80.05,0.2
Anthidium_manicatum_6985997_1,70.73,69.43,0.2
Andrena_bicolor_82551014_1,43.77,43.17,0.2
Bombus_pascuorum_68617035_1,29.49,25.7,0.2
Bombus_pascuorum_72262099_1,71.07,71.0,0.2
Sphecodes_albilabris_63951213_1,83.12,82.86,0.2
Andrena_cineraria_23613671_1,71.73,71.01,0.2
Bombus_hortorum_44739544_1,68.12,74.56,0.2
Bombus_hortorum_44365201_1,76.79,79.78,0.2
Anthidium_manicatum_12425687_1,78.99,79.46,0.2
Anthophora_plumipes_5388756_1,69.39,70.41,0.2
Osmia_bicolor_38799279_3,82.25,83.78,0.2
Osmia_bicornis_25989629_1,85.82,87.42,0.2
Dasypoda_hirtipes_1599451_1,80.26,81.95,0.2
Sphecodes_albilabris_15806090_3,77.34,78.71,0.2
Bombus_lucorum_28436335_1,83.26,83.14,0.2
Osmia_bicolor_42231237_2,74.9,74.67,0.2
Andrena_fulva_41603441_1,80.36,80.79,0.2
Andrena_fulva_24650780_1,77.06,76.32,0.2
Osmia_cornuta_24655313_1,79.12,84.61,0.2
Bombus_sylvarum_42071083_1,83.9,83.78,0.2
Xylocopa_violacea_46857060_1,80.72,80.56,0.2
Xylocopa_violacea_50691958_1,79.26,79.26,0.2
Osmia_bicornis_21885568_1,77.13,77.47,0.2
Osmia_bicolor_68630823_2,71.25,71.31,0.2
Andrena_haemorrhoa_22857077_1,81.35,84.11,0.2
Andrena_fulva_20802109_2,88.71,89.12,0.2
Anthophora_plumipes_10780704_2,80.52,81.22,0.2
Osmia_bicolor_65463597_2,80.43,80.4,0.2
Bombus_pratorum_22809604_1,73.8,74.74,0.2
Andrena_bicolor_39748872_1,81.43,81.44,0.2
Bombus_terrestris_61292946_4,80.23,80.94,0.2
Bombus_lapidarius_25673233_1,67.06,66.28,0.2
Andrena_bicolor_73877762_1,83.88,86.23,0.2
Bombus_hypnorum_26202603_3,76.65,78.52,0.2
Osmia_cornuta_29685156_1,61.15,60.96,0.2
Bombus_lapidarius_13070064_1,86.05,86.02,0.2
Andrena_cineraria_22895296_1,82.04,82.46,0.2
Bombus_terrestris_70507921_1,75.7,76.52,0.2
Anthidium_manicatum_1650190_1,80.64,81.05,0.2
Bombus_sylvarum_78613629_1,84.44,85.07,0.2
Andrena_cineraria_22749808_3,70.53,69.21,0.2
Bombus_hortorum_45476981_1,73.59,74.72,0.2
Sphecodes_albilabris_1406116_1,69.81,69.32,0.2
Osmia_bicolor_67081438_1,77.03,77.29,0.2
Bombus_hortorum_22341849_1,82.65,83.8,0.2
Anthidium_manicatum_6846545_1,77.04,76.79,0.2
Dasypoda_hirtipes_27527223_1,78.18,77.83,0.2
Bombus_pratorum_27567706_1,21.34,20.96,0.2
Bombus_sylvarum_40297855_1,72.34,74.1,0.2
Bombus_hortorum_44093380_1,67.03,65.44,0.2
Xylocopa_violacea_52462259_10,85.74,85.8,0.2
Andrena_cineraria_25636541_1,75.86,77.66,0.2
Bombus_lucorum_18594812_2,79.82,79.56,0.2
Bombus_hortorum_6779684_1,62.67,71.8,0.2
Anthophora_plumipes_9257692_1,36.6,34.85,0.2
Xylocopa_violacea_47509851_2,84.23,84.43,0.2
Andrena_bicolor_39887534_1,71.2,73.35,0.2
Bombus_hypnorum_13018081_1,2.77,2.85,0.2
Andrena_flavipes_43862385_1,79.59,79.35,0.2
Anthidium_manicatum_13076703_3,83.29,83.23,0.2
Andrena_cineraria_25670810_4,16.64,16.18,0.2
Bombus_sylvarum_39988335_1,87.1,88.77,0.2
Andrena_vaga_21486956_1,82.81,83.84,0.2
Andrena_bicolor_77445228_1,73.94,74.27,0.2
Andrena_haemorrhoa_24427420_1,77.13,76.96,0.2
Halictus_scabiosae_21318871_1,78.25,78.22,0.2
Bombus_hortorum_8403530_1,74.38,74.87,0.2
Bombus_cryptarum_45841582_1,81.05,81.01,0.2
Bombus_lucorum_27535167_1,7.24,7.07,0.2
Anthidium_manicatum_1304981_6,84.0,84.38,0.2
Dasypoda_hirtipes_29808653_1,81.94,81.95,0.2
Halictus_scabiosae_22284437_1,75.87,77.1,0.2
Halictus_scabiosae_32545143_1,89.29,90.19,0.2
Andrena_cineraria_25107582_1,67.26,66.77,0.2
Bombus_cryptarum_75990480_2,77.68,77.52,0.2
Osmia_bicolor_73411511_1,73.01,72.52,0.2
Andrena_bicolor_72391501_1,67.57,67.07,0.2
Andrena_cineraria_33979226_3,86.22,87.07,0.2
Xylocopa_violacea_52414801_1,86.17,88.45,0.2
Andrena_fulva_21321181_1,79.0,81.84,0.2
Bombus_lucorum_18535133_1,84.72,87.09,0.2
Andrena_bicolor_2799379_6,72.67,72.45,0.2
Bombus_pratorum_27515055_1,72.62,72.25,0.2
Halictus_scabiosae_28166507_1,70.87,72.78,0.2
Bombus_terrestris_54720798_1,75.31,79.25,0.2
Halictus_scabiosae_30747897_2,78.6,78.61,0.2
Xylocopa_violacea_53157262_1,79.18,84.47,0.2
Bombus_hypnorum_14209377_1,75.09,74.72,0.2
Osmia_cornuta_24728319_2,41.72,40.49,0.2
Anthophora_plumipes_21228844_2,50.65,50.59,0.2
Bombus_hypnorum_14253455_1,14.91,14.01,0.2
Halictus_scabiosae_30527082_3,77.35,77.19,0.2
Andrena_vaga_22076791_1,70.65,70.56,0.2
Bombus_pascuorum_68871893_1,81.21,82.16,0.2
Osmia_bicolor_70870899_1,59.2,56.32,0.2
Bombus_lucorum_15132562_1,55.32,54.58,0.2
Bombus_hortorum_44876954_1,6.09,5.99,0.2
Andrena_haemorrhoa_24374930_1,74.99,76.98,0.2
Bombus_hypnorum_24826343_1,77.21,76.97,0.2
Andrena_vaga_21802604_1,72.89,72.75,0.2
Osmia_bicolor_73397766_1,72.79,71.73,0.2
Bombus_sylvarum_82251804_3,59.75,57.85,0.2
Bombus_terrestris_73490987_3,80.73,82.74,0.2
Bombus_lapidarius_25734085_1,80.3,79.96,0.2
Bombus_lapidarius_21669171_1,78.03,77.89,0.2
Bombus_lucorum_18371763_1,69.32,68.47,0.2
Dasypoda_hirtipes_50665135_1,72.47,72.09,0.2
Bombus_terrestris_60039917_2,79.31,79.09,0.2
Bombus_lucorum_9293154_1,79.81,80.14,0.2
Bombus_lapidarius_21231081_1,60.36,58.72,0.2
Anthophora_plumipes_2980663_1,52.55,52.42,0.2
Andrena_vaga_41430814_1,82.95,82.87,0.2
Xylocopa_violacea_50983447_1,82.26,82.5,0.2
Bombus_sylvarum_59023273_2,86.55,88.38,0.2
Andrena_cineraria_21775997_2,79.73,80.02,0.2
Halictus_scabiosae_25686577_1,69.48,69.2,0.2
Osmia_bicornis_21361779_1,80.52,81.77,0.2
Anthophora_plumipes_5525742_1,72.24,71.52,0.2
Bombus_pratorum_42156059_1,53.94,52.34,0.2
Bombus_hypnorum_24360763_1,82.92,82.94,0.2
Bombus_cryptarum_78692537_1,81.0,80.86,0.2
Andrena_bicolor_58631640_1,80.57,82.21,0.2
Bombus_terrestris_97056086_1,71.06,70.03,0.2
Andrena_fulva_24881697_1,83.42,84.61,0.2
Bombus_cryptarum_79092935_1,81.65,84.9,0.2
Halictus_scabiosae_28354541_1,75.88,75.42,0.2
Bombus_pratorum_21906346_1,81.5,81.4,0.2
Bombus_sylvarum_78198565_1,73.79,73.18,0.2
Osmia_bicolor_42795747_7,68.89,69.17,0.2
Andrena_bicolor_82551014_3,61.57,60.53,0.2
Bombus_sylvarum_82288830_5,77.42,76.98,0.2
Bombus_lucorum_28889751_4,54.1,53.35,0.2
Bombus_hortorum_8829930_1,81.64,82.14,0.2
Anthidium_manicatum_1304981_4,83.82,85.12,0.2
Andrena_flavipes_21691969_1,56.74,61.82,0.2
Bombus_sylvarum_79524991_1,69.55,68.55,0.2
Bombus_lapidarius_21045810_2,80.28,81.11,0.2
Andrena_bicolor_104776005_1,78.5,78.54,0.2
Bombus_pratorum_26937719_1,86.14,86.22,0.2
Andrena_bicolor_20346058_1,86.72,89.86,0.2
Bombus_cryptarum_44718611_1,59.95,58.66,0.2
Andrena_vaga_58631663_1,83.79,85.87,0.2
Xylocopa_violacea_51245994_1,32.63,32.24,0.2
Bombus_pratorum_21553429_1,63.61,62.35,0.2
Bombus_cryptarum_48407391_3,86.99,88.21,0.2
Osmia_bicolor_43917985_1,84.72,85.09,0.2
Andrena_bicolor_103816167_1,67.96,69.18,0.2
Osmia_cornuta_61764_1,77.64,77.95,0.2
Bombus_cryptarum_48791095_1,79.94,84.93,0.2
Osmia_bicornis_26443792_1,78.6,78.38,0.2
Bombus_lucorum_28115438_1,83.73,83.77,0.2
Bombus_terrestris_93253422_8,79.68,79.32,0.2
Anthophora_plumipes_19902480_1,80.54,81.15,0.2
Andrena_haemorrhoa_21431997_3,50.0,48.04,0.2
Andrena_vaga_10231437_1,78.15,80.82,0.2
Bombus_sylvarum_58839175_1,81.07,81.2,0.2
Sphecodes_albilabris_24463655_1,76.98,76.85,0.2
Bombus_sylvarum_58867044_1,73.94,73.47,0.2
Andrena_vaga_53445485_1,85.0,85.42,0.2
Andrena_vaga_45706181_1,75.73,76.99,0.2
Sphecodes_albilabris_72878129_1,7.48,10.66,0.2
Anthidium_manicatum_12682975_1,64.6,64.66,0.2
Bombus_pascuorum_68871905_1,80.25,82.66,0.2
Andrena_haemorrhoa_11862212_1,84.54,84.68,0.2
Osmia_bicornis_26186749_3,70.06,69.74,0.2
Bombus_terrestris_61965586_4,80.42,81.4,0.2
Andrena_haemorrhoa_21384099_1,74.37,74.07,0.2
Halictus_scabiosae_28515165_1,75.71,75.58,0.2
Sphecodes_albilabris_69621025_1,76.54,79.25,0.2
Xylocopa_violacea_45973783_2,35.88,35.86,0.2
Bombus_hypnorum_26377599_1,79.84,79.53,0.2
Dasypoda_hirtipes_46946813_1,83.95,87.33,0.2
Osmia_bicornis_21611244_1,83.78,84.09,0.2
Osmia_bicornis_26319752_1,85.51,86.76,0.2
Anthidium_manicatum_7149603_3,17.18,19.31,0.2
Andrena_flavipes_21691969_2,81.21,82.45,0.2
Bombus_cryptarum_80944011_2,2.39,2.39,0.2
Xylocopa_violacea_52257972_1,80.09,80.39,0.2
Osmia_bicolor_42231237_4,65.47,65.25,0.2
Halictus_scabiosae_37248088_1,76.44,75.81,0.2
Osmia_bicolor_71354231_1,78.38,78.05,0.2
Sphecodes_albilabris_91548756_1,79.47,79.43,0.2
Anthidium_manicatum_15116335_1,47.5,44.97,0.2
Andrena_bicolor_73604150_1,75.76,75.54,0.2
Andrena_haemorrhoa_14111_1,79.77,79.6,0.2
Bombus_terrestris_84151478_2,73.58,73.3,0.2
Anthidium_manicatum_12884737_1,75.33,75.42,0.2
Osmia_cornuta_21255723_1,46.12,42.16,0.2
Bombus_lucorum_19376729_1,81.85,83.39,0.2
Andrena_cineraria_22629869_1,76.7,76.22,0.2
Andrena_flavipes_41539403_1,70.96,71.85,0.2
Xylocopa_violacea_45357386_1,72.35,72.35,0.2
Bombus_terrestris_73606039_1,75.85,76.31,0.2
Andrena_bicolor_71455037_1,86.81,87.5,0.2
Andrena_cineraria_22815702_1,64.81,63.66,0.2
Bombus_magnus_45413919_1,2.11,1.94,0.2
Andrena_flavipes_46490574_2,85.06,85.7,0.2
Sphecodes_albilabris_7493442_1,78.93,78.94,0.2
Bombus_lapidarius_10311578_1,13.79,13.16,0.2
Bombus_hypnorum_24520633_1,61.73,59.78,0.2
Bombus_terrestris_105503334_1,73.75,73.02,0.2
Bombus_hypnorum_26374401_1,73.01,72.43,0.2
Anthophora_plumipes_22278677_1,67.88,67.28,0.2
Bombus_pascuorum_72354813_1,86.37,86.82,0.2
Osmia_cornuta_1337939_2,50.99,49.96,0.2
Andrena_haemorrhoa_22717076_1,70.29,75.02,0.2
Halictus_scabiosae_25963855_1,78.68,79.22,0.2
Osmia_cornuta_37786498_1,66.77,65.16,0.2
Bombus_pratorum_45382514_1,77.12,76.58,0.2
Andrena_flavipes_34350822_1,80.9,81.46,0.2
Bombus_lapidarius_13033915_2,63.63,63.2,0.25
Bombus_lucorum_22940892_1,77.11,76.43,0.25
Bombus_pascuorum_72171519_1,77.17,83.08,0.25
Anthophora_plumipes_9961245_2,71.17,75.82,0.25
Andrena_fulva_24828677_1,83.29,83.5,0.25
Anthophora_plumipes_22324179_1,46.05,42.65,0.25
Osmia_bicornis_21903342_2,53.99,53.81,0.25
Xylocopa_violacea_46017657_1,79.56,80.08,0.25
Bombus_magnus_39079115_2,84.56,88.64,0.25
Bombus_lapidarius_20671231_1,32.5,31.87,0.25
Andrena_flavipes_41163118_1,73.98,80.8,0.25
Osmia_bicolor_75321538_1,79.43,79.93,0.25
Bombus_hypnorum_24576528_1,74.92,77.58,0.25
Osmia_cornuta_38436809_1,72.36,72.03,0.25
Andrena_vaga_1388570_1,80.81,80.62,0.25
Bombus_sylvarum_83366949_1,79.06,83.86,0.25
Halictus_scabiosae_25515682_4,82.76,83.12,0.25
Bombus_pratorum_22805213_1,66.25,67.91,0.25
Dasypoda_hirtipes_58885156_3,82.54,82.4,0.25
Halictus_scabiosae_34952476_3,80.42,80.84,0.25
Andrena_cineraria_26105053_1,69.76,69.89,0.25
Bombus_terrestris_103795230_1,77.4,76.63,0.25
Andrena_fulva_21595621_1,80.53,80.69,0.25
Bombus_hypnorum_12977923_2,74.25,78.88,0.25
Bombus_pascuorum_72256802_4,66.78,72.64,0.25
Bombus_hortorum_13704449_1,75.04,76.18,0.25
Bombus_lapidarius_11862211_1,81.37,83.41,0.25
Bombus_hortorum_21561462_1,88.52,90.03,0.25
Xylocopa_violacea_51089272_1,82.43,83.79,0.25
Dasypoda_hirtipes_52024003_2,82.89,82.81,0.25
Bombus_cryptarum_47659644_3,72.61,72.11,0.25
Andrena_bicolor_44969462_3,50.24,67.54,0.25
Bombus_hypnorum_24985879_1,32.75,30.38,0.25
Andrena_vaga_58631661_1,79.56,83.84,0.25
Andrena_haemorrhoa_24504960_1,63.71,66.24,0.25
Bombus_magnus_39079115_3,81.79,86.74,0.25
Andrena_fulva_41617060_1,9.88,9.7,0.25
Sphecodes_albilabris_64193431_1,79.81,79.53,0.25
Bombus_cryptarum_41698591_1,83.95,84.26,0.25
Andrena_fulva_24609371_8,80.27,80.37,0.25
Andrena_flavipes_41352869_1,75.65,78.61,0.25
Dasypoda_hirtipes_52735331_1,77.72,81.57,0.25
Bombus_sylvarum_37675101_1,83.97,89.88,0.25
Bombus_lapidarius_21321179_1,71.89,73.3,0.25
Xylocopa_violacea_46206341_1,85.59,86.43,0.25
Bombus_cryptarum_78460011_1,84.1,86.04,0.25
Osmia_bicolor_72350654_1,66.93,66.05,0.25
Bombus_terrestris_74043828_2,84.47,85.51,0.25
Bombus_terrestris_99521073_3,32.71,32.66,0.25
Andrena_cineraria_26513851_1,80.84,82.27,0.25
Andrena_cineraria_26685621_1,78.67,79.43,0.25
Bombus_lucorum_28318177_1,75.53,74.55,0.25
Bombus_terrestris_60497898_1,80.09,82.18,0.25
Osmia_cornuta_32297539_1,70.31,69.4,0.25
Osmia_bicolor_74939891_1,61.56,59.65,0.25
Bombus_pascuorum_70929264_1,68.65,67.74,0.25
Osmia_bicolor_64685876_1,62.75,64.79,0.25
Andrena_cineraria_21955817_1,81.2,81.26,0.25
Bombus_cryptarum_78988844_3,60.86,59.83,0.25
Osmia_bicolor_41683713_1,75.19,74.78,0.25
Andrena_fulva_12361560_1,68.8,67.6,0.25
Andrena_fulva_41818494_1,64.46,63.41,0.25
Bombus_lucorum_27507339_2,80.34,83.56,0.25
Sphecodes_albilabris_70109535_1,64.08,62.01,0.25
Bombus_cryptarum_46815891_4,59.45,59.48,0.25
Bombus_pascuorum_72268323_1,88.35,90.49,0.25
Sphecodes_albilabris_72911566_1,75.61,75.72,0.25
Andrena_flavipes_41163118_2,81.23,83.09,0.25
Osmia_bicolor_64280818_1,77.6,78.85,0.25
Andrena_flavipes_10588940_1,74.69,74.62,0.25
Bombus_lucorum_25622353_1,76.74,78.71,0.25
Andrena_fulva_25334479_3,83.92,83.98,0.25
Bombus_pascuorum_70941355_2,78.82,80.55,0.25
Anthophora_plumipes_21256341_1,77.86,78.02,0.25
Bombus_hypnorum_24931873_3,16.81,16.73,0.25
Bombus_sylvarum_65340263_2,15.87,25.05,0.25
Andrena_cineraria_22695589_1,76.02,75.67,0.25
Sphecodes_albilabris_91835021_1,64.1,63.66,0.25
Dasypoda_hirtipes_45952052_1,81.1,81.17,0.25
Bombus_pratorum_26758586_1,80.44,80.54,0.25
Sphecodes_albilabris_3973294_1,47.0,46.86,0.25
Bombus_pascuorum_72339385_2,58.87,57.27,0.25
Anthidium_manicatum_1307808_1,74.83,79.45,0.25
Andrena_flavipes_42347630_4,65.86,68.4,0.25
Bombus_hortorum_44246574_1,75.25,75.91,0.25
Andrena_fulva_20802109_1,80.15,82.48,0.25
Sphecodes_albilabris_91120069_1,72.2,73.65,0.25
Bombus_terrestris_74078943_2,81.82,81.74,0.25
Bombus_pratorum_41296088_1,81.71,81.94,0.25
Bombus_lapidarius_21352151_1,79.13,79.01,0.25
Bombus_terrestris_71501078_5,81.25,81.08,0.25
Andrena_vaga_5819305_7,73.24,72.95,0.25
Bombus_sylvarum_37675104_2,74.87,74.57,0.25
Bombus_lucorum_26758784_1,80.39,81.95,0.25
Dasypoda_hirtipes_31538737_1,71.89,75.3,0.25
Bombus_magnus_45413919_2,58.44,54.93,0.25
Andrena_haemorrhoa_19902478_1,80.29,81.9,0.25
Dasypoda_hirtipes_14133120_2,73.71,77.55,0.25
Osmia_cornuta_557630_3,74.84,74.92,0.25
Osmia_bicornis_25948103_1,81.52,83.0,0.25
Bombus_lucorum_28600638_1,61.24,60.7,0.25
Andrena_fulva_24609371_4,67.84,66.86,0.25
Bombus_hortorum_14267038_1,51.42,49.56,0.25
Osmia_cornuta_21387335_1,2.01,2.06,0.25
Andrena_vaga_42150989_4,71.72,70.64,0.25
Bombus_hortorum_46398111_1,11.55,13.28,0.25
Bombus_cryptarum_76326107_2,67.02,66.57,0.25
Bombus_pratorum_42408550_1,83.18,84.59,0.25
Andrena_cineraria_25945586_1,80.7,81.64,0.25
Bombus_cryptarum_48407391_1,79.89,82.68,0.25
Bombus_pascuorum_68869085_1,82.67,84.7,0.25
Bombus_terrestris_70134534_1,81.11,83.47,0.25
Bombus_cryptarum_76250784_1,10.48,9.84,0.25
Andrena_haemorrhoa_24216792_1,73.18,73.09,0.25
Andrena_vaga_60931621_1,72.44,71.75,0.25
Sphecodes_albilabris_2910604_5,81.06,81.0,0.25
Bombus_hypnorum_26188914_1,85.16,85.27,0.25
Bombus_terrestris_55479040_4,4.3,8.32,0.25
Bombus_lucorum_26440505_1,38.82,38.04,0.25
Anthidium_manicatum_1104741_1,71.46,73.52,0.25
Osmia_bicornis_26068224_1,78.87,79.16,0.25
Bombus_hortorum_18018378_1,68.48,67.25,0.25
Andrena_bicolor_70513296_1,82.2,82.43,0.25
Bombus_terrestris_65128639_1,84.86,84.73,0.25
Sphecodes_albilabris_90861814_1,58.72,57.3,0.25
Sphecodes_albilabris_91198181_1,70.07,69.98,0.25
Andrena_flavipes_41679666_1,82.79,82.84,0.25
Bombus_magnus_39079115_1,83.37,87.7,0.25
Bombus_lucorum_28113036_1,78.96,80.34,0.25
Andrena_flavipes_6162634_1,81.13,81.46,0.25
Halictus_scabiosae_25515682_1,82.35,82.24,0.25
Andrena_vaga_37306991_3,76.93,76.73,0.25
Andrena_flavipes_45372205_1,78.85,78.53,0.25
Andrena_flavipes_27154685_1,67.98,69.61,0.25
Osmia_cornuta_1361305_1,85.26,86.28,0.25
Andrena_haemorrhoa_9643707_1,77.96,77.79,0.25
Bombus_pratorum_21782729_3,75.16,74.67,0.25
Bombus_lucorum_14054307_1,82.2,82.64,0.25
Andrena_haemorrhoa_2991977_1,45.65,60.89,0.25
Bombus_pascuorum_70948738_1,79.8,81.24,0.25
Bombus_lucorum_27773349_1,79.1,79.7,0.25
Bombus_hortorum_19170168_1,78.4,79.34,0.25
Andrena_haemorrhoa_9643146_1,87.6,89.31,0.25
Andrena_vaga_35333363_3,84.64,87.94,0.25
Andrena_fulva_21005375_1,59.85,59.28,0.25
Sphecodes_albilabris_63338779_1,78.16,78.59,0.25
Osmia_cornuta_19906005_1,84.76,85.69,0.25
Bombus_hortorum_46358885_2,79.28,79.88,0.25
Dasypoda_hirtipes_52138066_1,76.34,75.43,0.25
Anthophora_plumipes_10726165_1,69.91,71.25,0.25
Halictus_scabiosae_29429207_1,76.69,76.97,0.25
Andrena_haemorrhoa_12510924_1,69.79,68.97,0.25
Osmia_bicornis_21870398_1,81.73,81.9,0.25
Anthidium_manicatum_11549080_1,80.64,80.33,0.25
Bombus_terrestris_80764295_1,80.11,81.44,0.25
Andrena_flavipes_40832925_4,67.17,66.91,0.25
Andrena_bicolor_71937223_1,85.67,86.13,0.25
Bombus_lapidarius_25721016_1,9.51,9.37,0.25
Xylocopa_violacea_50532223_1,66.89,66.0,0.25
Osmia_bicornis_25868817_1,69.42,73.09,0.25
Andrena_bicolor_72038338_1,77.58,77.18,0.25
Andrena_fulva_41693281_1,70.47,69.85,0.25
Sphecodes_albilabris_67712830_1,80.8,83.14,0.25
Xylocopa_violacea_46154360_1,73.68,72.99,0.25
Andrena_haemorrhoa_12277590_1,88.04,89.34,0.25
Bombus_pascuorum_68871103_4,80.07,80.0,0.25
Andrena_bicolor_71705678_2,76.86,76.8,0.25
Osmia_cornuta_21049270_1,14.01,15.38,0.25
Bombus_hortorum_13893322_2,70.07,69.24,0.25
Bombus_cryptarum_79887126_2,62.7,65.71,0.25
Osmia_cornuta_40086158_1,74.05,73.65,0.25
Bombus_pascuorum_70829784_4,83.01,86.77,0.25
Bombus_pratorum_41559252_4,85.98,86.3,0.25
Anthidium_manicatum_6970356_3,64.18,63.74,0.25
Bombus_sylvarum_81211106_2,77.43,79.38,0.25
Anthophora_plumipes_3022507_2,83.21,84.14,0.25
Anthophora_plumipes_22412797_2,58.86,57.2,0.25
Osmia_bicornis_22653557_1,75.66,74.92,0.25
Osmia_bicolor_26049504_1,67.88,66.94,0.25
Andrena_bicolor_70836009_1,83.65,85.94,0.25
Bombus_lucorum_24301194_2,70.82,73.31,0.25
Halictus_scabiosae_28435023_1,85.24,85.48,0.25
Osmia_cornuta_21025210_2,87.39,88.42,0.25
Anthophora_plumipes_5388756_2,78.89,79.26,0.25
Dasypoda_hirtipes_28868578_1,69.47,68.96,0.25
Andrena_vaga_37306991_6,79.05,79.7,0.25
Anthidium_manicatum_15027502_1,80.58,81.04,0.25
Bombus_pascuorum_70941526_2,81.08,87.04,0.25
Bombus_sylvarum_82593993_3,75.01,74.43,0.25
Halictus_scabiosae_30353670_1,71.69,70.27,0.25
Andrena_flavipes_5795371_3,81.24,85.85,0.25
Bombus_pratorum_41451607_1,11.2,11.08,0.25
Andrena_fulva_21101578_1,70.75,70.99,0.25
Bombus_sylvarum_82818807_4,58.14,60.34,0.25
Andrena_cineraria_40871954_2,76.63,80.26,0.25
Andrena_haemorrhoa_608715_5,78.09,77.63,0.25
Bombus_pascuorum_70679427_1,83.33,85.51,0.25
Anthophora_plumipes_21775963_1,79.01,79.23,0.25
Anthidium_manicatum_1945473_1,85.05,85.52,0.25
Bombus_pascuorum_72171062_1,75.01,75.23,0.25
Anthidium_manicatum_1304981_2,84.46,86.78,0.25
Bombus_hypnorum_26238749_1,75.53,80.45,0.25
Bombus_lapidarius_12834390_1,88.41,89.34,0.25
Osmia_bicornis_26008683_2,64.23,63.86,0.25
Andrena_fulva_16591072_1,73.01,72.7,0.25
Bombus_terrestris_89339556_1,83.34,84.33,0.25
Andrena_cineraria_22035971_5,80.01,81.38,0.25
Anthidium_manicatum_12884662_2,86.97,87.67,0.25
Andrena_cineraria_19902477_1,77.67,78.23,0.25
Halictus_scabiosae_27562307_1,3.68,4.73,0.25
Osmia_cornuta_1281136_1,69.95,70.95,0.25
Halictus_scabiosae_30643619_1,79.43,79.73,0.25
Bombus_cryptarum_76326107_1,0.3,0.71,0.25
Sphecodes_albilabris_90548728_1,72.71,71.68,0.25
Andrena_haemorrhoa_23621511_1,78.06,77.93,0.25
Bombus_hypnorum_13810150_1,3.73,3.66,0.25
Andrena_cineraria_39926319_1,71.45,71.38,0.25
Anthophora_plumipes_20508136_2,57.7,55.53,0.25
Osmia_bicornis_26790225_2,69.26,68.21,0.25
Bombus_cryptarum_47213984_1,19.36,18.83,0.25
Bombus_hortorum_45581548_2,74.85,74.53,0.25
Andrena_fulva_24599687_1,80.72,80.7,0.25
Andrena_fulva_24372320_1,62.51,62.87,0.25
Bombus_pratorum_26922091_1,73.28,72.24,0.25
Halictus_scabiosae_25696041_1,84.66,84.84,0.25
Xylocopa_violacea_52779990_1,83.02,83.25,0.25
Anthophora_plumipes_11795456_2,81.33,80.94,0.25
Bombus_lapidarius_21671909_1,87.67,88.13,0.25
Bombus_lapidarius_11314802_1,68.5,66.92,0.25
Andrena_haemorrhoa_22698467_1,82.51,82.74,0.25
Dasypoda_hirtipes_14252544_2,84.65,86.94,0.25
Bombus_pascuorum_70875661_2,71.44,71.21,0.25
Bombus_pratorum_20418017_1,66.21,65.56,0.25
Andrena_vaga_22777403_4,74.15,80.56,0.25
Dasypoda_hirtipes_29721943_1,80.82,81.41,0.25
Anthophora_plumipes_54213_2,73.04,72.67,0.25
Dasypoda_hirtipes_49001728_1,75.22,75.42,0.25
Bombus_sylvarum_82007257_2,87.91,89.26,0.25
Bombus_lucorum_28496644_1,72.4,74.86,0.25
Dasypoda_hirtipes_58496989_7,84.41,85.92,0.25
Andrena_haemorrhoa_23477102_1,80.2,80.21,0.25
Xylocopa_violacea_46795520_1,83.93,84.08,0.25
Osmia_bicornis_22624419_3,84.24,84.69,0.25
Andrena_vaga_5818745_1,79.07,80.05,0.25
Bombus_pascuorum_68871899_1,69.81,69.86,0.25
Osmia_bicolor_69371662_1,61.35,60.87,0.25
Bombus_hypnorum_13289013_1,80.32,80.0,0.25
Bombus_hortorum_44762812_7,0.0,2.2,0.25
Anthophora_plumipes_11218942_1,55.67,55.09,0.25
Osmia_bicornis_22324226_1,70.9,69.47,0.25
Andrena_cineraria_25017166_1,82.33,82.24,0.25
