filename,IOU,AP,threshold
Bombus_pascuorum_70675892_2,76.25,76.98,0.25
Andrena_fulva_41690279_1,81.03,84.65,0.25
Andrena_vaga_22464711_1,82.85,83.44,0.25
Bombus_pratorum_27076813_1,79.9,83.01,0.25
Xylocopa_violacea_52292694_2,84.55,85.67,0.25
Bombus_hypnorum_26355278_1,83.01,83.91,0.25
Andrena_haemorrhoa_22510325_1,78.4,78.42,0.25
Andrena_fulva_24953801_1,14.15,14.01,0.25
Andrena_cineraria_41305528_1,79.4,79.19,0.25
Bombus_sylvarum_82068850_1,78.44,79.55,0.25
Halictus_scabiosae_29927466_1,82.23,82.19,0.25
Halictus_scabiosae_30796477_2,83.61,84.52,0.25
Anthophora_plumipes_5525688_1,72.92,72.65,0.25
Bombus_cryptarum_83092852_1,78.29,78.64,0.25
Bombus_lapidarius_25256637_1,80.81,80.31,0.25
Andrena_flavipes_45074705_1,87.61,88.12,0.25
Halictus_scabiosae_33086382_1,69.24,69.14,0.25
Andrena_haemorrhoa_9257626_1,85.69,86.01,0.25
Osmia_cornuta_557630_4,55.33,55.32,0.25
Anthophora_plumipes_12191275_1,72.62,72.95,0.25
Andrena_flavipes_5795371_1,83.76,84.12,0.25
Sphecodes_albilabris_69270813_1,67.11,65.16,0.25
Osmia_bicolor_42329601_1,73.35,72.1,0.25
Bombus_pratorum_26971945_1,86.44,88.84,0.25
Osmia_bicornis_26401872_1,84.36,85.65,0.25
Bombus_pascuorum_70829784_1,77.86,81.5,0.25
Anthophora_plumipes_21870754_1,87.52,89.75,0.25
Halictus_scabiosae_36269381_1,58.79,57.14,0.25
Sphecodes_albilabris_21297069_1,76.04,78.29,0.25
Andrena_cineraria_25076335_1,63.22,66.74,0.25
Osmia_bicolor_66131327_1,66.12,64.05,0.25
Andrena_bicolor_42078638_1,71.05,71.61,0.25
Bombus_lapidarius_11415085_1,80.78,80.94,0.25
Osmia_bicolor_27561083_1,80.19,81.31,0.25
Bombus_pratorum_45359905_1,79.71,81.2,0.25
Osmia_cornuta_40122155_1,71.11,69.92,0.25
Andrena_cineraria_25233849_2,3.59,3.73,0.25
Dasypoda_hirtipes_52498715_1,78.17,77.54,0.25
Osmia_bicornis_25898050_2,85.57,87.34,0.25
Anthophora_plumipes_53267_2,63.41,63.32,0.25
Anthophora_plumipes_19552427_2,67.71,66.88,0.25
Bombus_cryptarum_78899618_1,27.76,26.3,0.25
Andrena_flavipes_22781308_1,70.15,71.51,0.25
Bombus_sylvarum_36920709_1,84.94,88.54,0.25
Anthophora_plumipes_12045004_1,82.43,82.38,0.25
Andrena_bicolor_66007245_1,76.82,78.06,0.25
Andrena_vaga_40177902_2,82.63,82.7,0.25
Dasypoda_hirtipes_50866693_1,82.72,82.68,0.25
Osmia_bicolor_38799279_2,71.34,77.91,0.25
Osmia_bicornis_26708422_1,80.32,79.88,0.25
Sphecodes_albilabris_14836047_3,80.4,80.4,0.25
Bombus_cryptarum_80153097_3,81.34,80.72,0.25
Xylocopa_violacea_45468782_1,86.52,87.06,0.25
Bombus_pratorum_21447212_1,0.84,5.35,0.25
Anthidium_manicatum_15139706_1,69.82,69.31,0.25
Bombus_hypnorum_25075981_2,79.95,82.13,0.25
Osmia_cornuta_27984092_1,87.27,89.34,0.25
Bombus_hypnorum_24610615_1,51.77,50.01,0.25
Osmia_cornuta_21385026_2,67.1,65.92,0.25
Bombus_hortorum_46868324_1,82.72,83.4,0.25
Bombus_hortorum_45249504_2,84.4,84.55,0.25
Bombus_lapidarius_21671909_2,5.47,5.2,0.25
Bombus_sylvarum_61128915_1,75.42,78.33,0.25
Andrena_flavipes_41552632_1,74.51,73.8,0.25
Osmia_bicornis_21771563_1,82.84,82.84,0.25
Halictus_scabiosae_31672518_1,87.01,87.09,0.25
Andrena_cineraria_22820892_1,70.96,76.85,0.25
Sphecodes_albilabris_65351521_1,83.56,87.07,0.25
Bombus_lapidarius_25615028_3,29.5,28.81,0.25
Halictus_scabiosae_25164647_1,74.31,73.54,0.25
Bombus_pratorum_21050548_1,91.55,93.96,0.25
Anthidium_manicatum_6982928_1,78.57,78.37,0.25
Andrena_haemorrhoa_5525722_1,77.41,77.18,0.25
Bombus_terrestris_78063362_3,83.84,90.47,0.25
Bombus_hypnorum_13258468_8,60.54,61.1,0.25
Bombus_sylvarum_79899505_2,80.95,82.63,0.25
Andrena_fulva_25496035_1,75.02,74.3,0.25
Bombus_cryptarum_79887126_1,85.96,86.98,0.25
Dasypoda_hirtipes_50524329_3,80.48,80.24,0.25
Xylocopa_violacea_46615802_2,82.62,82.56,0.25
Bombus_lapidarius_9923821_1,72.59,71.65,0.25
Osmia_bicornis_26790225_1,82.79,83.01,0.25
Bombus_hypnorum_26332474_2,76.0,75.14,0.25
Xylocopa_violacea_46132602_4,52.97,51.0,0.25
Bombus_lapidarius_25303957_1,86.79,88.65,0.25
Bombus_pascuorum_68871302_1,81.76,85.72,0.25
Andrena_vaga_41440392_1,75.35,80.35,0.25
Bombus_lapidarius_13123622_1,58.22,56.79,0.25
Andrena_fulva_41623103_1,82.7,82.69,0.25
Xylocopa_violacea_45691474_1,85.64,86.71,0.25
Dasypoda_hirtipes_8437807_1,80.19,82.09,0.25
Andrena_haemorrhoa_9859243_1,86.24,86.82,0.25
Bombus_lapidarius_25327961_3,2.72,2.81,0.25
Osmia_cornuta_20751065_3,79.51,80.83,0.25
Andrena_bicolor_103816012_1,82.02,84.52,0.25
Bombus_lapidarius_25251993_1,77.56,78.2,0.25
Xylocopa_violacea_47143231_1,23.75,20.19,0.25
Bombus_hypnorum_26437269_2,58.35,57.45,0.25
Bombus_terrestris_73477478_1,82.56,83.4,0.25
Osmia_bicornis_25886939_1,71.04,70.75,0.25
Andrena_flavipes_43743858_1,67.21,73.59,0.25
Osmia_bicornis_21844212_1,69.75,68.79,0.25
Bombus_lucorum_27740711_2,86.52,90.01,0.25
Bombus_pratorum_41798445_1,76.11,75.14,0.25
Osmia_bicornis_26168729_1,80.28,80.5,0.25
Anthidium_manicatum_6985997_1,71.54,70.4,0.25
Andrena_bicolor_82551014_1,49.37,48.41,0.25
Bombus_pascuorum_68617035_1,30.77,26.68,0.25
Bombus_pascuorum_72262099_1,68.97,69.39,0.25
Sphecodes_albilabris_63951213_1,83.86,83.63,0.25
Andrena_cineraria_23613671_1,76.9,76.29,0.25
Bombus_hortorum_44739544_1,64.55,72.15,0.25
Bombus_hortorum_44365201_1,75.17,79.08,0.25
Anthidium_manicatum_12425687_1,77.52,78.54,0.25
Anthophora_plumipes_5388756_1,67.43,69.11,0.25
Osmia_bicolor_38799279_3,82.71,84.99,0.25
Osmia_bicornis_25989629_1,85.15,87.41,0.25
Dasypoda_hirtipes_1599451_1,77.49,79.83,0.25
Sphecodes_albilabris_15806090_3,74.17,76.52,0.25
Bombus_lucorum_28436335_1,85.25,85.14,0.25
Osmia_bicolor_42231237_2,77.28,77.14,0.25
Andrena_fulva_41603441_1,78.7,79.56,0.25
Andrena_fulva_24650780_1,78.2,77.56,0.25
Osmia_cornuta_24655313_1,75.39,82.72,0.25
Bombus_sylvarum_42071083_1,83.01,83.17,0.25
Xylocopa_violacea_46857060_1,83.56,83.34,0.25
Xylocopa_violacea_50691958_1,80.89,81.32,0.25
Osmia_bicornis_21885568_1,76.8,77.63,0.25
Osmia_bicolor_68630823_2,72.77,73.42,0.25
Andrena_haemorrhoa_22857077_1,78.37,82.1,0.25
Andrena_fulva_20802109_2,89.07,90.01,0.25
Anthophora_plumipes_10780704_2,79.76,80.8,0.25
Osmia_bicolor_65463597_2,82.78,82.91,0.25
Bombus_pratorum_22809604_1,69.95,71.75,0.25
Andrena_bicolor_39748872_1,81.66,81.88,0.25
Bombus_terrestris_61292946_4,78.49,79.65,0.25
Bombus_lapidarius_25673233_1,63.18,62.84,0.25
Andrena_bicolor_73877762_1,82.3,85.73,0.25
Bombus_hypnorum_26202603_3,75.04,77.66,0.25
Osmia_cornuta_29685156_1,65.0,64.65,0.25
Bombus_lapidarius_13070064_1,87.33,87.44,0.25
Andrena_cineraria_22895296_1,80.71,81.71,0.25
Bombus_terrestris_70507921_1,74.84,76.17,0.25
Anthidium_manicatum_1650190_1,81.03,81.91,0.25
Bombus_sylvarum_78613629_1,82.52,83.61,0.25
Andrena_cineraria_22749808_3,71.2,69.68,0.25
Bombus_hortorum_45476981_1,74.19,76.65,0.25
Sphecodes_albilabris_1406116_1,73.63,73.29,0.25
Osmia_bicolor_67081438_1,76.4,77.23,0.25
Bombus_hortorum_22341849_1,81.83,83.63,0.25
Anthidium_manicatum_6846545_1,79.8,79.45,0.25
Dasypoda_hirtipes_27527223_1,80.09,79.71,0.25
Bombus_pratorum_27567706_1,24.74,23.98,0.25
Bombus_sylvarum_40297855_1,71.62,74.31,0.25
Bombus_hortorum_44093380_1,71.1,69.48,0.25
Xylocopa_violacea_52462259_10,85.82,86.15,0.25
Andrena_cineraria_25636541_1,72.61,75.28,0.25
Bombus_lucorum_18594812_2,81.32,81.15,0.25
Bombus_hortorum_6779684_1,59.46,69.6,0.25
Anthophora_plumipes_9257692_1,44.2,41.57,0.25
Xylocopa_violacea_47509851_2,84.65,85.05,0.25
Andrena_bicolor_39887534_1,69.3,72.37,0.25
Bombus_hypnorum_13018081_1,2.2,2.65,0.25
Andrena_flavipes_43862385_1,83.49,83.88,0.25
Anthidium_manicatum_13076703_3,85.44,85.48,0.25
Andrena_cineraria_25670810_4,17.52,16.8,0.25
Bombus_sylvarum_39988335_1,85.19,87.62,0.25
Andrena_vaga_21486956_1,82.26,83.85,0.25
Andrena_bicolor_77445228_1,73.11,73.89,0.25
Andrena_haemorrhoa_24427420_1,79.39,79.27,0.25
Halictus_scabiosae_21318871_1,80.3,80.72,0.25
Bombus_hortorum_8403530_1,74.7,75.82,0.25
Bombus_cryptarum_45841582_1,84.35,84.32,0.25
Bombus_lucorum_27535167_1,7.55,7.05,0.25
Anthidium_manicatum_1304981_6,85.22,85.93,0.25
Dasypoda_hirtipes_29808653_1,82.11,82.42,0.25
Halictus_scabiosae_22284437_1,78.49,81.02,0.25
Halictus_scabiosae_32545143_1,89.07,90.79,0.25
Andrena_cineraria_25107582_1,72.14,71.68,0.25
Bombus_cryptarum_75990480_2,79.13,79.0,0.25
Osmia_bicolor_73411511_1,76.7,76.15,0.25
Andrena_bicolor_72391501_1,70.96,70.18,0.25
Andrena_cineraria_33979226_3,85.35,86.88,0.25
Xylocopa_violacea_52414801_1,83.85,86.94,0.25
Andrena_fulva_21321181_1,75.41,79.42,0.25
Bombus_lucorum_18535133_1,81.62,85.07,0.25
Andrena_bicolor_2799379_6,75.94,75.68,0.25
Bombus_pratorum_27515055_1,73.76,73.33,0.25
Halictus_scabiosae_28166507_1,69.26,72.18,0.25
Bombus_terrestris_54720798_1,71.74,76.77,0.25
Halictus_scabiosae_30747897_2,83.89,84.16,0.25
Xylocopa_violacea_53157262_1,71.34,79.47,0.25
Bombus_hypnorum_14209377_1,77.64,77.73,0.25
Osmia_cornuta_24728319_2,47.69,46.06,0.25
Anthophora_plumipes_21228844_2,75.79,75.74,0.25
Bombus_hypnorum_14253455_1,15.34,14.12,0.25
Halictus_scabiosae_30527082_3,79.48,79.24,0.25
Andrena_vaga_22076791_1,75.24,75.09,0.25
Bombus_pascuorum_68871893_1,80.33,81.86,0.25
Osmia_bicolor_70870899_1,61.45,58.75,0.25
Bombus_lucorum_15132562_1,75.38,74.84,0.25
Bombus_hortorum_44876954_1,6.39,6.24,0.25
Andrena_haemorrhoa_24374930_1,75.38,78.51,0.25
Bombus_hypnorum_24826343_1,79.13,78.95,0.25
Andrena_vaga_21802604_1,71.28,71.7,0.25
Osmia_bicolor_73397766_1,72.98,72.18,0.25
Bombus_sylvarum_82251804_3,61.44,59.65,0.25
Bombus_terrestris_73490987_3,79.48,82.13,0.25
Bombus_lapidarius_25734085_1,81.18,80.97,0.25
Bombus_lapidarius_21669171_1,77.14,77.21,0.25
Bombus_lucorum_18371763_1,74.23,73.62,0.25
Dasypoda_hirtipes_50665135_1,75.96,75.51,0.25
Bombus_terrestris_60039917_2,79.77,79.75,0.25
Bombus_lucorum_9293154_1,80.4,81.06,0.25
Bombus_lapidarius_21231081_1,66.5,65.16,0.25
Anthophora_plumipes_2980663_1,53.58,54.77,0.25
Andrena_vaga_41430814_1,84.69,84.78,0.25
Xylocopa_violacea_50983447_1,83.28,83.84,0.25
Bombus_sylvarum_59023273_2,85.12,87.68,0.25
Andrena_cineraria_21775997_2,81.3,82.07,0.25
Halictus_scabiosae_25686577_1,72.37,72.31,0.25
Osmia_bicornis_21361779_1,79.09,80.96,0.25
Anthophora_plumipes_5525742_1,72.86,72.29,0.25
Bombus_pratorum_42156059_1,55.09,55.99,0.25
Bombus_hypnorum_24360763_1,82.92,83.12,0.25
Bombus_cryptarum_78692537_1,81.86,82.02,0.25
Andrena_bicolor_58631640_1,80.99,83.6,0.25
Bombus_terrestris_97056086_1,71.4,70.88,0.25
Andrena_fulva_24881697_1,79.9,81.92,0.25
Bombus_cryptarum_79092935_1,79.35,83.68,0.25
Halictus_scabiosae_28354541_1,78.23,77.73,0.25
Bombus_pratorum_21906346_1,81.41,81.54,0.25
Bombus_sylvarum_78198565_1,76.26,75.63,0.25
Osmia_bicolor_42795747_7,69.96,70.64,0.25
Andrena_bicolor_82551014_3,67.26,66.01,0.25
Bombus_sylvarum_82288830_5,76.87,76.64,0.25
Bombus_lucorum_28889751_4,60.71,59.51,0.25
Bombus_hortorum_8829930_1,81.83,82.72,0.25
Anthidium_manicatum_1304981_4,83.44,85.67,0.25
Andrena_flavipes_21691969_1,52.13,58.52,0.25
Bombus_sylvarum_79524991_1,72.87,71.88,0.25
Bombus_lapidarius_21045810_2,79.58,80.78,0.25
Andrena_bicolor_104776005_1,78.23,78.53,0.25
Bombus_pratorum_26937719_1,86.04,86.45,0.25
Andrena_bicolor_20346058_1,84.95,89.68,0.25
Bombus_cryptarum_44718611_1,63.66,62.25,0.25
Andrena_vaga_58631663_1,82.96,85.9,0.25
Xylocopa_violacea_51245994_1,54.86,53.87,0.25
Bombus_pratorum_21553429_1,69.01,67.67,0.25
Bombus_cryptarum_48407391_3,86.28,88.1,0.25
Osmia_bicolor_43917985_1,84.41,85.14,0.25
Andrena_bicolor_103816167_1,67.42,69.66,0.25
Osmia_cornuta_61764_1,77.34,78.17,0.25
Bombus_cryptarum_48791095_1,76.06,82.9,0.25
Osmia_bicornis_26443792_1,81.37,81.05,0.25
Bombus_lucorum_28115438_1,83.93,84.32,0.25
Bombus_terrestris_93253422_8,80.01,79.79,0.25
Anthophora_plumipes_19902480_1,79.62,80.75,0.25
Andrena_haemorrhoa_21431997_3,48.0,46.18,0.25
Andrena_vaga_10231437_1,74.83,78.84,0.25
Bombus_sylvarum_58839175_1,83.5,83.91,0.25
Sphecodes_albilabris_24463655_1,76.46,76.67,0.25
Bombus_sylvarum_58867044_1,73.54,73.11,0.25
Andrena_vaga_53445485_1,85.15,85.9,0.25
Andrena_vaga_45706181_1,76.32,78.28,0.25
Sphecodes_albilabris_72878129_1,6.24,10.62,0.25
Anthidium_manicatum_12682975_1,65.78,65.91,0.25
Bombus_pascuorum_68871905_1,77.38,81.03,0.25
Andrena_haemorrhoa_11862212_1,85.48,85.83,0.25
Osmia_bicornis_26186749_3,75.3,75.01,0.25
Bombus_terrestris_61965586_4,78.42,79.85,0.25
Andrena_haemorrhoa_21384099_1,80.61,80.45,0.25
Halictus_scabiosae_28515165_1,76.39,76.58,0.25
Sphecodes_albilabris_69621025_1,75.77,79.29,0.25
Xylocopa_violacea_45973783_2,36.91,36.84,0.25
Bombus_hypnorum_26377599_1,82.46,82.21,0.25
Dasypoda_hirtipes_46946813_1,81.07,85.52,0.25
Osmia_bicornis_21611244_1,83.77,84.33,0.25
Osmia_bicornis_26319752_1,84.96,86.75,0.25
Anthidium_manicatum_7149603_3,13.79,18.15,0.25
Andrena_flavipes_21691969_2,77.88,80.03,0.25
Bombus_cryptarum_80944011_2,2.9,2.9,0.25
Xylocopa_violacea_52257972_1,79.85,80.74,0.25
Osmia_bicolor_42231237_4,68.45,69.17,0.25
Halictus_scabiosae_37248088_1,77.76,77.23,0.25
Osmia_bicolor_71354231_1,80.24,79.91,0.25
Sphecodes_albilabris_91548756_1,80.47,80.68,0.25
Anthidium_manicatum_15116335_1,54.24,52.38,0.25
Andrena_bicolor_73604150_1,79.37,79.26,0.25
Andrena_haemorrhoa_14111_1,79.75,79.88,0.25
Bombus_terrestris_84151478_2,77.35,77.85,0.25
Anthidium_manicatum_12884737_1,76.38,76.73,0.25
Osmia_cornuta_21255723_1,60.42,57.32,0.25
Bombus_lucorum_19376729_1,80.71,82.75,0.25
Andrena_cineraria_22629869_1,79.43,78.91,0.25
Andrena_flavipes_41539403_1,85.37,87.46,0.25
Xylocopa_violacea_45357386_1,81.77,82.09,0.25
Bombus_terrestris_73606039_1,74.98,75.97,0.25
Andrena_bicolor_71455037_1,86.86,88.06,0.25
Andrena_cineraria_22815702_1,65.41,64.84,0.25
Bombus_magnus_45413919_1,2.29,1.96,0.25
Andrena_flavipes_46490574_2,85.24,86.31,0.25
Sphecodes_albilabris_7493442_1,80.99,81.15,0.25
Bombus_lapidarius_10311578_1,14.39,13.43,0.25
Bombus_hypnorum_24520633_1,62.82,61.03,0.25
Bombus_terrestris_105503334_1,76.99,76.31,0.25
Bombus_hypnorum_26374401_1,74.83,74.66,0.25
Anthophora_plumipes_22278677_1,70.66,70.14,0.25
Bombus_pascuorum_72354813_1,86.14,86.91,0.25
Osmia_cornuta_1337939_2,53.78,52.59,0.25
Andrena_haemorrhoa_22717076_1,62.7,69.65,0.25
Halictus_scabiosae_25963855_1,80.16,81.37,0.25
Osmia_cornuta_37786498_1,70.52,68.94,0.25
Bombus_pratorum_45382514_1,76.76,76.68,0.25
Andrena_flavipes_34350822_1,80.43,81.42,0.25
Bombus_lapidarius_13033915_2,63.75,63.24,0.28
Bombus_lucorum_22940892_1,77.69,76.99,0.28
Bombus_pascuorum_72171519_1,75.77,82.51,0.28
Anthophora_plumipes_9961245_2,69.98,75.37,0.28
Andrena_fulva_24828677_1,83.27,83.63,0.28
Anthophora_plumipes_22324179_1,48.94,45.47,0.28
Osmia_bicornis_21903342_2,55.16,54.93,0.28
Xylocopa_violacea_46017657_1,78.92,79.7,0.28
Bombus_magnus_39079115_2,83.63,88.21,0.28
Bombus_lapidarius_20671231_1,32.64,31.96,0.28
Andrena_flavipes_41163118_1,71.55,79.49,0.28
Osmia_bicolor_75321538_1,79.19,79.99,0.28
Bombus_hypnorum_24576528_1,74.53,77.72,0.28
Osmia_cornuta_38436809_1,73.97,73.62,0.28
Andrena_vaga_1388570_1,82.05,81.87,0.28
Bombus_sylvarum_83366949_1,76.97,82.45,0.28
Halictus_scabiosae_25515682_4,83.05,83.54,0.28
Bombus_pratorum_22805213_1,64.45,66.65,0.28
Dasypoda_hirtipes_58885156_3,82.59,82.53,0.28
Halictus_scabiosae_34952476_3,79.99,80.61,0.28
Andrena_cineraria_26105053_1,70.45,70.81,0.28
Bombus_terrestris_103795230_1,77.33,76.55,0.28
Andrena_fulva_21595621_1,79.47,79.84,0.28
Bombus_hypnorum_12977923_2,73.35,78.39,0.28
Bombus_pascuorum_72256802_4,64.51,71.0,0.28
Bombus_hortorum_13704449_1,74.96,76.41,0.28
Bombus_lapidarius_11862211_1,79.98,82.34,0.28
Bombus_hortorum_21561462_1,88.06,89.8,0.28
Xylocopa_violacea_51089272_1,81.63,83.34,0.28
Dasypoda_hirtipes_52024003_2,83.31,83.32,0.28
Bombus_cryptarum_47659644_3,74.08,73.54,0.28
Andrena_bicolor_44969462_3,47.81,66.2,0.28
Bombus_hypnorum_24985879_1,34.79,31.99,0.28
Andrena_vaga_58631661_1,77.82,82.81,0.28
Andrena_haemorrhoa_24504960_1,62.29,65.61,0.28
Bombus_magnus_39079115_3,79.52,85.42,0.28
Andrena_fulva_41617060_1,10.17,9.93,0.28
Sphecodes_albilabris_64193431_1,79.04,78.93,0.28
Bombus_cryptarum_41698591_1,83.83,84.29,0.28
Andrena_fulva_24609371_8,78.67,79.0,0.28
Andrena_flavipes_41352869_1,74.76,78.33,0.28
Dasypoda_hirtipes_52735331_1,76.3,80.69,0.28
Bombus_sylvarum_37675101_1,81.27,88.51,0.28
Bombus_lapidarius_21321179_1,70.2,71.96,0.28
Xylocopa_violacea_46206341_1,85.21,86.32,0.28
Bombus_cryptarum_78460011_1,83.35,85.63,0.28
Osmia_bicolor_72350654_1,68.2,67.22,0.28
Bombus_terrestris_74043828_2,84.58,85.86,0.28
Bombus_terrestris_99521073_3,47.64,47.45,0.28
Andrena_cineraria_26513851_1,77.52,79.69,0.28
Andrena_cineraria_26685621_1,77.76,78.94,0.28
Bombus_lucorum_28318177_1,75.17,74.2,0.28
Bombus_terrestris_60497898_1,79.26,81.58,0.28
Osmia_cornuta_32297539_1,71.29,70.32,0.28
Osmia_bicolor_74939891_1,64.65,62.73,0.28
Bombus_pascuorum_70929264_1,70.65,69.87,0.28
Osmia_bicolor_64685876_1,60.07,62.84,0.28
Andrena_cineraria_21955817_1,81.63,81.8,0.28
Bombus_cryptarum_78988844_3,62.06,60.69,0.28
Osmia_bicolor_41683713_1,75.05,74.81,0.28
Andrena_fulva_12361560_1,68.62,67.64,0.28
Andrena_fulva_41818494_1,66.63,65.4,0.28
Bombus_lucorum_27507339_2,79.62,83.43,0.28
Sphecodes_albilabris_70109535_1,64.71,62.86,0.28
Bombus_cryptarum_46815891_4,62.16,62.25,0.28
Bombus_pascuorum_72268323_1,87.45,90.04,0.28
Sphecodes_albilabris_72911566_1,75.36,75.68,0.28
Andrena_flavipes_41163118_2,80.06,82.57,0.28
Osmia_bicolor_64280818_1,76.53,78.12,0.28
Andrena_flavipes_10588940_1,76.79,76.78,0.28
Bombus_lucorum_25622353_1,75.54,78.0,0.28
Andrena_fulva_25334479_3,84.54,84.68,0.28
Bombus_pascuorum_70941355_2,77.85,79.98,0.28
Anthophora_plumipes_21256341_1,78.1,78.46,0.28
Bombus_hypnorum_24931873_3,16.99,16.88,0.28
Bombus_sylvarum_65340263_2,14.28,24.99,0.28
Andrena_cineraria_22695589_1,76.65,76.33,0.28
Sphecodes_albilabris_91835021_1,62.13,62.22,0.28
Dasypoda_hirtipes_45952052_1,80.84,81.07,0.28
Bombus_pratorum_26758586_1,79.58,79.85,0.28
Sphecodes_albilabris_3973294_1,51.76,51.54,0.28
Bombus_pascuorum_72339385_2,56.78,55.3,0.28
Anthidium_manicatum_1307808_1,73.87,79.45,0.28
Andrena_flavipes_42347630_4,64.56,67.79,0.28
Bombus_hortorum_44246574_1,74.31,75.25,0.28
Andrena_fulva_20802109_1,78.43,81.48,0.28
Sphecodes_albilabris_91120069_1,70.79,72.98,0.28
Bombus_terrestris_74078943_2,82.93,82.86,0.28
Bombus_pratorum_41296088_1,81.52,81.87,0.28
Bombus_lapidarius_21352151_1,80.7,80.59,0.28
Bombus_terrestris_71501078_5,81.92,81.79,0.28
Andrena_vaga_5819305_7,74.13,73.94,0.28
Bombus_sylvarum_37675104_2,76.03,75.83,0.28
Bombus_lucorum_26758784_1,79.62,81.45,0.28
Dasypoda_hirtipes_31538737_1,70.34,74.37,0.28
Bombus_magnus_45413919_2,58.6,55.06,0.28
Andrena_haemorrhoa_19902478_1,79.36,81.33,0.28
Dasypoda_hirtipes_14133120_2,72.86,77.13,0.28
Osmia_cornuta_557630_3,76.01,76.36,0.28
Osmia_bicornis_25948103_1,81.26,83.08,0.28
Bombus_lucorum_28600638_1,68.93,68.32,0.28
Andrena_fulva_24609371_4,68.75,67.63,0.28
Bombus_hortorum_14267038_1,58.38,56.44,0.28
Osmia_cornuta_21387335_1,1.98,2.03,0.28
Andrena_vaga_42150989_4,71.23,70.08,0.28
Bombus_hortorum_46398111_1,11.1,13.11,0.28
Bombus_cryptarum_76326107_2,69.89,69.33,0.28
Bombus_pratorum_42408550_1,83.01,84.74,0.28
Andrena_cineraria_25945586_1,79.88,81.05,0.28
Bombus_cryptarum_48407391_1,77.61,81.04,0.28
Bombus_pascuorum_68869085_1,82.65,85.2,0.28
Bombus_terrestris_70134534_1,80.78,83.43,0.28
Bombus_cryptarum_76250784_1,10.49,9.68,0.28
Andrena_haemorrhoa_24216792_1,73.73,73.71,0.28
Andrena_vaga_60931621_1,72.63,72.11,0.28
Sphecodes_albilabris_2910604_5,82.19,82.21,0.28
Bombus_hypnorum_26188914_1,85.16,85.39,0.28
Bombus_terrestris_55479040_4,4.24,8.33,0.28
Bombus_lucorum_26440505_1,39.0,37.91,0.28
Anthidium_manicatum_1104741_1,68.24,70.93,0.28
Osmia_bicornis_26068224_1,79.36,79.79,0.28
Bombus_hortorum_18018378_1,68.46,67.29,0.28
Andrena_bicolor_70513296_1,83.02,83.34,0.28
Bombus_terrestris_65128639_1,85.94,85.82,0.28
Sphecodes_albilabris_90861814_1,61.67,60.07,0.28
Sphecodes_albilabris_91198181_1,68.83,68.97,0.28
Andrena_flavipes_41679666_1,83.62,83.78,0.28
Bombus_magnus_39079115_1,81.96,87.09,0.28
Bombus_lucorum_28113036_1,78.09,79.72,0.28
Andrena_flavipes_6162634_1,80.63,81.12,0.28
Halictus_scabiosae_25515682_1,83.2,83.09,0.28
Andrena_vaga_37306991_3,76.76,76.63,0.28
Andrena_flavipes_45372205_1,80.12,79.81,0.28
Andrena_flavipes_27154685_1,65.62,67.61,0.28
Osmia_cornuta_1361305_1,84.33,85.72,0.28
Andrena_haemorrhoa_9643707_1,78.07,77.95,0.28
Bombus_pratorum_21782729_3,74.77,74.36,0.28
Bombus_lucorum_14054307_1,82.52,83.21,0.28
Andrena_haemorrhoa_2991977_1,42.67,58.85,0.28
Bombus_pascuorum_70948738_1,78.44,80.19,0.28
Bombus_lucorum_27773349_1,79.44,80.24,0.28
Bombus_hortorum_19170168_1,79.14,80.55,0.28
Andrena_haemorrhoa_9643146_1,87.14,89.21,0.28
Andrena_vaga_35333363_3,82.85,86.85,0.28
Andrena_fulva_21005375_1,59.09,59.12,0.28
Sphecodes_albilabris_63338779_1,77.45,78.09,0.28
Osmia_cornuta_19906005_1,84.09,85.32,0.28
Bombus_hortorum_46358885_2,78.74,79.53,0.28
Dasypoda_hirtipes_52138066_1,77.02,76.14,0.28
Anthophora_plumipes_10726165_1,68.63,70.46,0.28
Halictus_scabiosae_29429207_1,75.45,75.99,0.28
Andrena_haemorrhoa_12510924_1,70.81,70.0,0.28
Osmia_bicornis_21870398_1,82.78,83.07,0.28
Anthidium_manicatum_11549080_1,81.12,80.91,0.28
Bombus_terrestris_80764295_1,78.81,80.68,0.28
Andrena_flavipes_40832925_4,70.85,70.6,0.28
Andrena_bicolor_71937223_1,85.91,86.58,0.28
Bombus_lapidarius_25721016_1,9.9,9.7,0.28
Xylocopa_violacea_50532223_1,68.89,67.93,0.28
Osmia_bicornis_25868817_1,67.13,71.39,0.28
Andrena_bicolor_72038338_1,77.48,77.13,0.28
Andrena_fulva_41693281_1,71.57,70.87,0.28
Sphecodes_albilabris_67712830_1,79.83,82.76,0.28
Xylocopa_violacea_46154360_1,75.97,75.37,0.28
Andrena_haemorrhoa_12277590_1,88.08,89.73,0.28
Bombus_pascuorum_68871103_4,79.73,79.78,0.28
Andrena_bicolor_71705678_2,78.08,78.05,0.28
Osmia_cornuta_21049270_1,13.68,15.22,0.28
Bombus_hortorum_13893322_2,72.09,71.19,0.28
Bombus_cryptarum_79887126_2,60.15,63.71,0.28
Osmia_cornuta_40086158_1,74.3,73.98,0.28
Bombus_pascuorum_70829784_4,82.66,86.97,0.28
Bombus_pratorum_41559252_4,86.13,86.57,0.28
Anthidium_manicatum_6970356_3,65.9,65.32,0.28
